path,reason
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\834149f91441d5c06484218fee4c2f6c\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\834149f91441d5c06484218fee4c2f6c\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\841704ab61a3955fdcf5ea9e8da24ddf\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\841704ab61a3955fdcf5ea9e8da24ddf\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\84466b9c505ea590d406c22022d9be18\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\84466b9c505ea590d406c22022d9be18\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\846de7ffefa2dadb2435b678f084e6c6\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\846de7ffefa2dadb2435b678f084e6c6\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\87cb6c7d61dc346504e99375eb3cec44\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\87cb6c7d61dc346504e99375eb3cec44\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\87cb6c7d61dc346504e99375eb3cec44\transformed\analysis\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\87cb6c7d61dc346504e99375eb3cec44\transformed\analysis\instrumentation-hierarchy.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\89546a8445cdceb38426cf6c25f73412\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\89546a8445cdceb38426cf6c25f73412\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\89546a8445cdceb38426cf6c25f73412\transformed\analysis\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\89546a8445cdceb38426cf6c25f73412\transformed\analysis\instrumentation-hierarchy.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\8b7e9dc23ef0d73b0a277fcd2e375bf3\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\8b7e9dc23ef0d73b0a277fcd2e375bf3\results.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\8b85c1ec77a990989a87d8dbf28304e0\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\8b85c1ec77a990989a87d8dbf28304e0\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\8dd34d16354be3bc0004dbab6872c84d\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\8dd34d16354be3bc0004dbab6872c84d\results.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\8f9c3e265cf8fd1189f18c62371b67a5\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\8f9c3e265cf8fd1189f18c62371b67a5\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\910e5eb3ddae16d1f12066866e4e4f4b\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\910e5eb3ddae16d1f12066866e4e4f4b\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\910e5eb3ddae16d1f12066866e4e4f4b\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\931deff1864763995f083df95b60ee95\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\931deff1864763995f083df95b60ee95\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\931deff1864763995f083df95b60ee95\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\936a70c40233bd6b34b115b035b682dd\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\936a70c40233bd6b34b115b035b682dd\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\95b432f20298ac7ed2dd3b7e413c7320\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\95b432f20298ac7ed2dd3b7e413c7320\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\95b432f20298ac7ed2dd3b7e413c7320\transformed\analysis\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\95b432f20298ac7ed2dd3b7e413c7320\transformed\analysis\instrumentation-hierarchy.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\961799bb6df9c91b0ffee75203fce5d2\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\961799bb6df9c91b0ffee75203fce5d2\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\963eca9f45372d40618017d6b7f64cef\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\963eca9f45372d40618017d6b7f64cef\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\96e049af6b1dcf743267610c197a69fc\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\96e049af6b1dcf743267610c197a69fc\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\96e049af6b1dcf743267610c197a69fc\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\98fd200c1bf472d1bb855bdeef9f7560\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\98fd200c1bf472d1bb855bdeef9f7560\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\98fd200c1bf472d1bb855bdeef9f7560\transformed\analysis\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\98fd200c1bf472d1bb855bdeef9f7560\transformed\analysis\instrumentation-hierarchy.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\99050e5d6f9ad8acb12161c8d70d38c8\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\99050e5d6f9ad8acb12161c8d70d38c8\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\99050e5d6f9ad8acb12161c8d70d38c8\transformed\analysis\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\99050e5d6f9ad8acb12161c8d70d38c8\transformed\analysis\instrumentation-hierarchy.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\9942d859bf03a25bad63bba922e29713\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\9942d859bf03a25bad63bba922e29713\results.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\9f64c18d353242d5314ea389d130a4e9\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\9f64c18d353242d5314ea389d130a4e9\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\9f64c18d353242d5314ea389d130a4e9\transformed\merge\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a0e07ab7d2bcc0a2e3d1316ed4fa3dd8\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a0e07ab7d2bcc0a2e3d1316ed4fa3dd8\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a39d9e7a9c87e23dd6c6cc0cc993fd04\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a39d9e7a9c87e23dd6c6cc0cc993fd04\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a39d9e7a9c87e23dd6c6cc0cc993fd04\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a4b7fd4a7a1f19f00d995848a10b9f13\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a4b7fd4a7a1f19f00d995848a10b9f13\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a5329029ed4be4ed1c8fb66e909ad431\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a5329029ed4be4ed1c8fb66e909ad431\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a5329029ed4be4ed1c8fb66e909ad431\transformed\analysis\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a5329029ed4be4ed1c8fb66e909ad431\transformed\analysis\instrumentation-hierarchy.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a574fdb0b525463ad7fa4e43c7b1a30e\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a574fdb0b525463ad7fa4e43c7b1a30e\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a5bc11515f906e80d7b48ffc3f34ad35\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a5bc11515f906e80d7b48ffc3f34ad35\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a5bc11515f906e80d7b48ffc3f34ad35\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a74282ff1a46c5e064b511b5f0b2e47a\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a74282ff1a46c5e064b511b5f0b2e47a\results.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a92e8ea2bb9fb5ee1d7f8a8ebf6895c9\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a92e8ea2bb9fb5ee1d7f8a8ebf6895c9\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a9ae125ff2e018b8c87b83e895de67bb\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a9ae125ff2e018b8c87b83e895de67bb\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\a9ae125ff2e018b8c87b83e895de67bb\transformed\merge\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aa13efe0fd3bc26ea7f546cbf80316cb\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aa13efe0fd3bc26ea7f546cbf80316cb\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aa13efe0fd3bc26ea7f546cbf80316cb\transformed\analysis\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aa13efe0fd3bc26ea7f546cbf80316cb\transformed\analysis\instrumentation-hierarchy.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aa9a0e5f45f254da670cbfa674aa23c7\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aa9a0e5f45f254da670cbfa674aa23c7\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aa9a0e5f45f254da670cbfa674aa23c7\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aaff093e52faf50b9ad67edd25753385\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aaff093e52faf50b9ad67edd25753385\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aaff093e52faf50b9ad67edd25753385\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\ab4a636b315f0753b964fedcc709cd51\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\ab4a636b315f0753b964fedcc709cd51\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\ab4a636b315f0753b964fedcc709cd51\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\ab597e60f197077568692e995a7a0fae\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\ab597e60f197077568692e995a7a0fae\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\ac4312ee99ad1eca29edddce49811cd3\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\ac4312ee99ad1eca29edddce49811cd3\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\ac4312ee99ad1eca29edddce49811cd3\transformed\merge\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\ad27d9834d3df4b4e7863e652fe3fb9a\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\ad27d9834d3df4b4e7863e652fe3fb9a\results.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aef331cc712478fc8876cb5a7d56c942\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aef331cc712478fc8876cb5a7d56c942\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\aef331cc712478fc8876cb5a7d56c942\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\afb8c2331f50d8f82bc8cc950bd30d00\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\afb8c2331f50d8f82bc8cc950bd30d00\results.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b0123e0394740352a70e760c0d3dfcc3\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b0123e0394740352a70e760c0d3dfcc3\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b0123e0394740352a70e760c0d3dfcc3\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b0a6eb18461de31f0000ef8da6e9b599\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b0a6eb18461de31f0000ef8da6e9b599\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b164e8cb37668def15820ade3ba5a179\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b164e8cb37668def15820ade3ba5a179\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b164e8cb37668def15820ade3ba5a179\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b368e056d40127b68fb9f3515ab44eb9\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b368e056d40127b68fb9f3515ab44eb9\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b3ef2077f69243315a98d660b0d0654d\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\b3ef2077f69243315a98d660b0d0654d\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bb0b03661d71b3fb21cb15d4b91866e3\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bb0b03661d71b3fb21cb15d4b91866e3\results.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bb4091fd87ed15433b85ddccf3d19f9d\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bb4091fd87ed15433b85ddccf3d19f9d\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bb4091fd87ed15433b85ddccf3d19f9d\transformed\merge\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bb46d8ba5b94d6c568896f03a61892e6\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bb46d8ba5b94d6c568896f03a61892e6\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bc83adac286cde31ad96d13451d6a842\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bc83adac286cde31ad96d13451d6a842\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bc84cc1019700ba0190d0a40ca74a572\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bc84cc1019700ba0190d0a40ca74a572\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bccfb2e824bd89eae83b9480cf20634b\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bccfb2e824bd89eae83b9480cf20634b\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\bccfb2e824bd89eae83b9480cf20634b\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c102c3567881f7e36860a5690dd61f61\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c102c3567881f7e36860a5690dd61f61\results.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c25caf73f6bef4fbcb0baadd4bd1ba7c\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c25caf73f6bef4fbcb0baadd4bd1ba7c\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c316259cfe60dfe37e7c1975095452f7\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c316259cfe60dfe37e7c1975095452f7\results.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c449d97e853b3fac24b9f7c5509fe3e9\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c449d97e853b3fac24b9f7c5509fe3e9\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c5d86dd494263e633b80f12d92c3d89f\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c5d86dd494263e633b80f12d92c3d89f\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c6aa47564199b5eacdcd3ce1f209bb13\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c6aa47564199b5eacdcd3ce1f209bb13\results.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c6fd2c68ef48c009411375acf8a9d4d6\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c6fd2c68ef48c009411375acf8a9d4d6\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c6fd2c68ef48c009411375acf8a9d4d6\transformed\merge\instrumentation-dependencies.bin,"PEFormatError: 'Unable to read the DOS Header, possibly a truncated file.'"
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c7227c5c4c46455b4930c0130ccf5e98\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c7227c5c4c46455b4930c0130ccf5e98\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c7f7461fa7e49fd8a3c282fa6446ab9f\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c7f7461fa7e49fd8a3c282fa6446ab9f\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c7f7461fa7e49fd8a3c282fa6446ab9f\transformed\merge\instrumentation-dependencies.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c814f60197f832eada621307ffcc2940\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c814f60197f832eada621307ffcc2940\results.bin,PEFormatError: 'The file is empty'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c9168b4fdd2d4df0e92837ba109ee484\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\c9168b4fdd2d4df0e92837ba109ee484\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\cbcc634646c751f2c62a546e2d2852cf\metadata.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\cbcc634646c751f2c62a546e2d2852cf\results.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\9.4.0\transforms\cc8a0e16daa609eeffd74b8ecf078ed8\metadata.bin,PEFormatError: 'DOS Header magic not found.'
